route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
075-151,1403-Liberty-Sunday-11,7544620-1403-Liberty-Sunday-11,Outbound-ELLSWORTH BAKERY SQUARE VIA OAKLAND,0,1152856,0750022
075-151,1403-Liberty-Sunday-11,7544621-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152859,0750020
075-151,1403-Liberty-Sunday-11,7544622-1403-Liberty-Sunday-11,Outbound-ELLSWORTH BAKERY SQUARE VIA OAKLAND,0,1152860,0750022
075-151,1403-Liberty-Sunday-11,7544623-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152917,0750020
075-151,1403-Liberty-Sunday-11,7544624-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152874,0750020
075-151,1403-Liberty-Sunday-11,7544625-1403-Liberty-Sunday-11,Outbound-ELLSWORTH BAKERY SQUARE VIA OAKLAND,0,1152867,0750022
075-151,1403-Liberty-Sunday-11,7544626-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152852,0750020
075-151,1403-Liberty-Sunday-11,7544627-1403-Liberty-Sunday-11,Outbound-ELLSWORTH BAKERY SQUARE VIA OAKLAND,0,1152958,0750022
075-151,1403-Liberty-Sunday-11,7544628-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152907,0750020
075-151,1403-Liberty-Sunday-11,7544629-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152856,0750020
075-151,1403-Liberty-Sunday-11,7544630-1403-Liberty-Sunday-11,Inbound-ELLSWORTH SOUTH SIDE WORKS VIA OAKLAND,1,1152869,0750020
082-151,1403-Liberty-Sunday-11,7544631-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152839,0820056
082-151,1403-Liberty-Sunday-11,7544632-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152840,0820056
082-151,1403-Liberty-Sunday-11,7544633-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152841,0820056
082-151,1403-Liberty-Sunday-11,7544634-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152839,0820056
082-151,1403-Liberty-Sunday-11,7544635-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152840,0820056
082-151,1403-Liberty-Sunday-11,7544636-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152841,0820056
082-151,1403-Liberty-Sunday-11,7544637-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152839,0820056
082-151,1403-Liberty-Sunday-11,7544638-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152921,0820056
082-151,1403-Liberty-Sunday-11,7544639-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152972,0820056
082-151,1403-Liberty-Sunday-11,7544640-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152976,0820056
082-151,1403-Liberty-Sunday-11,7544641-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152921,0820056
082-151,1403-Liberty-Sunday-11,7544642-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152972,0820056
082-151,1403-Liberty-Sunday-11,7544643-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152975,0820057
082-151,1403-Liberty-Sunday-11,7544644-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152923,0820057
082-151,1403-Liberty-Sunday-11,7544645-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152974,0820057
082-151,1403-Liberty-Sunday-11,7544646-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152975,0820057
082-151,1403-Liberty-Sunday-11,7544647-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152923,0820057
082-151,1403-Liberty-Sunday-11,7544648-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152974,0820057
082-151,1403-Liberty-Sunday-11,7544649-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152975,0820057
082-151,1403-Liberty-Sunday-11,7544650-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152923,0820057
082-151,1403-Liberty-Sunday-11,7544651-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152974,0820057
082-151,1403-Liberty-Sunday-11,7544652-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152839,0820058
082-151,1403-Liberty-Sunday-11,7544653-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152840,0820058
082-151,1403-Liberty-Sunday-11,7544654-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152841,0820058
082-151,1403-Liberty-Sunday-11,7544655-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152839,0820058
082-151,1403-Liberty-Sunday-11,7544656-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152840,0820058
082-151,1403-Liberty-Sunday-11,7544657-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152841,0820058
082-151,1403-Liberty-Sunday-11,7544658-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152839,0820058
082-151,1403-Liberty-Sunday-11,7544659-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152840,0820058
082-151,1403-Liberty-Sunday-11,7544660-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152921,0820058
082-151,1403-Liberty-Sunday-11,7544661-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152972,0820058
082-151,1403-Liberty-Sunday-11,7544662-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152976,0820058
082-151,1403-Liberty-Sunday-11,7544663-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152921,0820058
082-151,1403-Liberty-Sunday-11,7544664-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152972,0820058
082-151,1403-Liberty-Sunday-11,7544665-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152975,0820059
082-151,1403-Liberty-Sunday-11,7544666-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152923,0820059
082-151,1403-Liberty-Sunday-11,7544667-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152974,0820059
082-151,1403-Liberty-Sunday-11,7544668-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152975,0820059
082-151,1403-Liberty-Sunday-11,7544669-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152923,0820059
082-151,1403-Liberty-Sunday-11,7544670-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152974,0820059
082-151,1403-Liberty-Sunday-11,7544671-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152975,0820059
082-151,1403-Liberty-Sunday-11,7544672-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152923,0820059
082-151,1403-Liberty-Sunday-11,7544673-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152974,0820059
058-151,1403-Liberty-Sunday-11,7544674-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152849,0580031
058-151,1403-Liberty-Sunday-11,7544675-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152849,0580031
058-151,1403-Liberty-Sunday-11,7544676-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152865,0580031
058-151,1403-Liberty-Sunday-11,7544677-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152866,0580031
058-151,1403-Liberty-Sunday-11,7544678-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152866,0580031
058-151,1403-Liberty-Sunday-11,7544679-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152866,0580031
058-151,1403-Liberty-Sunday-11,7544680-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152890,0580031
058-151,1403-Liberty-Sunday-11,7544681-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152890,0580031
058-151,1403-Liberty-Sunday-11,7544682-1403-Liberty-Sunday-11,Inbound-GREENFIELD TO DOWNTOWN,1,1152890,0580031
058-151,1403-Liberty-Sunday-11,7544683-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152849,0580032
058-151,1403-Liberty-Sunday-11,7544684-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152849,0580032
058-151,1403-Liberty-Sunday-11,7544685-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152865,0580032
058-151,1403-Liberty-Sunday-11,7544686-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152866,0580032
058-151,1403-Liberty-Sunday-11,7544687-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152866,0580032
058-151,1403-Liberty-Sunday-11,7544688-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152866,0580032
058-151,1403-Liberty-Sunday-11,7544689-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152890,0580032
058-151,1403-Liberty-Sunday-11,7544690-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152890,0580032
058-151,1403-Liberty-Sunday-11,7544691-1403-Liberty-Sunday-11,Outbound-GREENFIELD TO OAKLAND,0,1152890,0580032
064-151,1403-Liberty-Sunday-11,7544692-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152966,0640017
064-151,1403-Liberty-Sunday-11,7544693-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152830,0640017
064-151,1403-Liberty-Sunday-11,7544694-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152965,0640017
064-151,1403-Liberty-Sunday-11,7544695-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152830,0640017
064-151,1403-Liberty-Sunday-11,7544696-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152966,0640017
064-151,1403-Liberty-Sunday-11,7544697-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152830,0640017
064-151,1403-Liberty-Sunday-11,7544698-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152965,0640017
064-151,1403-Liberty-Sunday-11,7544699-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152963,0640017
064-151,1403-Liberty-Sunday-11,7544700-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152966,0640017
064-151,1403-Liberty-Sunday-11,7544701-1403-Liberty-Sunday-11,Inbound-LAWRENCEVILLE VIA SQUIRREL HILL-SHADYSIDE-BLOOMFIELD,1,1152963,0640017
064-151,1403-Liberty-Sunday-11,7544702-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152830,0640022
064-151,1403-Liberty-Sunday-11,7544703-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152830,0640022
064-151,1403-Liberty-Sunday-11,7544704-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152963,0640022
064-151,1403-Liberty-Sunday-11,7544705-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152963,0640022
064-151,1403-Liberty-Sunday-11,7544706-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152965,0640022
064-151,1403-Liberty-Sunday-11,7544707-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152965,0640022
064-151,1403-Liberty-Sunday-11,7544708-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152966,0640022
064-151,1403-Liberty-Sunday-11,7544709-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152966,0640022
064-151,1403-Liberty-Sunday-11,7544710-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152966,0640022
064-151,1403-Liberty-Sunday-11,7544711-1403-Liberty-Sunday-11,Outbound-WATERFRONT VIA BLOOMFIELD-SHADYSIDE-SQUIRREL HILL,0,1152830,0640022
077-151,1403-Liberty-Sunday-11,7544712-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152834,0770121
077-151,1403-Liberty-Sunday-11,7544713-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152831,0770117
077-151,1403-Liberty-Sunday-11,7544714-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152834,0770117
077-151,1403-Liberty-Sunday-11,7544715-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152831,0770121
077-151,1403-Liberty-Sunday-11,7544716-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152832,0770117
067-151,1403-Liberty-Sunday-11,7544717-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152836,0670088
077-151,1403-Liberty-Sunday-11,7544718-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152832,0770121
077-151,1403-Liberty-Sunday-11,7544719-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152831,0770117
067-151,1403-Liberty-Sunday-11,7544720-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152837,0670088
067-151,1403-Liberty-Sunday-11,7544721-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152836,0670091
077-151,1403-Liberty-Sunday-11,7544722-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152833,0770121
077-151,1403-Liberty-Sunday-11,7544723-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152832,0770117
077-151,1403-Liberty-Sunday-11,7544724-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152831,0770027
077-151,1403-Liberty-Sunday-11,7544725-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152850,0770121
067-151,1403-Liberty-Sunday-11,7544726-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152836,0670088
067-151,1403-Liberty-Sunday-11,7544727-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152837,0670091
067-151,1403-Liberty-Sunday-11,7544728-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152836,0670089
077-151,1403-Liberty-Sunday-11,7544729-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152832,0770027
077-151,1403-Liberty-Sunday-11,7544730-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152885,0770121
077-151,1403-Liberty-Sunday-11,7544731-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152850,0770117
067-151,1403-Liberty-Sunday-11,7544732-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152837,0670088
067-151,1403-Liberty-Sunday-11,7544733-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152836,0670091
077-151,1403-Liberty-Sunday-11,7544734-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152854,0770121
077-151,1403-Liberty-Sunday-11,7544735-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152885,0770117
067-151,1403-Liberty-Sunday-11,7544736-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152837,0670089
067-151,1403-Liberty-Sunday-11,7544737-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152836,0670088
077-151,1403-Liberty-Sunday-11,7544738-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152858,0770027
067-151,1403-Liberty-Sunday-11,7544739-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152837,0670091
077-151,1403-Liberty-Sunday-11,7544740-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152853,0770121
077-151,1403-Liberty-Sunday-11,7544741-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152833,0770117
077-151,1403-Liberty-Sunday-11,7544742-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152854,0770117
067-151,1403-Liberty-Sunday-11,7544743-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152837,0670088
067-151,1403-Liberty-Sunday-11,7544744-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152836,0670091
077-151,1403-Liberty-Sunday-11,7544745-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152834,0770121
077-151,1403-Liberty-Sunday-11,7544746-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152850,0770027
077-151,1403-Liberty-Sunday-11,7544747-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152853,0770117
077-151,1403-Liberty-Sunday-11,7544748-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152858,0770121
067-151,1403-Liberty-Sunday-11,7544749-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152836,0670091
067-151,1403-Liberty-Sunday-11,7544750-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152837,0670091
067-151,1403-Liberty-Sunday-11,7544751-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152836,0670088
077-151,1403-Liberty-Sunday-11,7544752-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152858,0770117
077-151,1403-Liberty-Sunday-11,7544753-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152852,0770121
067-151,1403-Liberty-Sunday-11,7544754-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152836,0670091
067-151,1403-Liberty-Sunday-11,7544755-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152837,0670088
077-151,1403-Liberty-Sunday-11,7544756-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152852,0770117
077-151,1403-Liberty-Sunday-11,7544757-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152834,0770121
067-151,1403-Liberty-Sunday-11,7544758-1403-Liberty-Sunday-11,Inbound-MONROEVILLE DOWNTOWN VIA OAKLAND,1,1152836,0670088
067-151,1403-Liberty-Sunday-11,7544759-1403-Liberty-Sunday-11,Outbound-MONROEVILLE MONROEVILLE MALL VIA OAKLAND,0,1152837,0670091
077-151,1403-Liberty-Sunday-11,7544760-1403-Liberty-Sunday-11,Outbound-PENN HILLS TO FRANKSTOWN-HULTON ONLY,0,1152834,0770117
077-151,1403-Liberty-Sunday-11,7544761-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152833,0770121
077-151,1403-Liberty-Sunday-11,7544762-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152853,0770027
087-151,1403-Liberty-Sunday-11,7544763-1403-Liberty-Sunday-11,Inbound-FRIENDSHIP-STANTON HTS DOWNTOWN VIA STRIP DISTRICT,1,1152913,0870076
087-151,1403-Liberty-Sunday-11,7544764-1403-Liberty-Sunday-11,Outbound-FRIENDSHIP-STANTON HEIGHTS VIA STRIP DISTRICT,0,1152913,0870061
077-151,1403-Liberty-Sunday-11,7544765-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152885,0770027
077-151,1403-Liberty-Sunday-11,7544766-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152852,0770027
077-151,1403-Liberty-Sunday-11,7544767-1403-Liberty-Sunday-11,Inbound-PENN HILLS TO DOWNTOWN,1,1152854,0770027
082-151,1403-Liberty-Sunday-11,7544768-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152971,0820056
082-151,1403-Liberty-Sunday-11,7544769-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152970,0820056
082-151,1403-Liberty-Sunday-11,7544770-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152972,0820056
082-151,1403-Liberty-Sunday-11,7544771-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152968,0820056
082-151,1403-Liberty-Sunday-11,7544772-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152976,0820056
082-151,1403-Liberty-Sunday-11,7544773-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152968,0820056
082-151,1403-Liberty-Sunday-11,7544774-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152969,0820056
082-151,1403-Liberty-Sunday-11,7544775-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152844,0820056
082-151,1403-Liberty-Sunday-11,7544776-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152841,0820058
082-151,1403-Liberty-Sunday-11,7544777-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152842,0820058
082-151,1403-Liberty-Sunday-11,7544778-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152843,0820058
082-151,1403-Liberty-Sunday-11,7544779-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152844,0820058
082-151,1403-Liberty-Sunday-11,7544780-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152845,0820058
082-151,1403-Liberty-Sunday-11,7544781-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152842,0820058
082-151,1403-Liberty-Sunday-11,7544782-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152843,0820058
082-151,1403-Liberty-Sunday-11,7544783-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152844,0820058
082-151,1403-Liberty-Sunday-11,7544784-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152970,0820058
082-151,1403-Liberty-Sunday-11,7544785-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152842,0820058
082-151,1403-Liberty-Sunday-11,7544786-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152968,0820058
082-151,1403-Liberty-Sunday-11,7544787-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152844,0820058
082-151,1403-Liberty-Sunday-11,7544788-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152970,0820058
082-151,1403-Liberty-Sunday-11,7544789-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152969,0820058
082-151,1403-Liberty-Sunday-11,7544790-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152968,0820058
082-151,1403-Liberty-Sunday-11,7544791-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152972,0820058
082-151,1403-Liberty-Sunday-11,7544792-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152971,0820058
082-151,1403-Liberty-Sunday-11,7544793-1403-Liberty-Sunday-11,Inbound-LINCOLN-CENTRE AV TO DOWNTOWN,1,1152976,0820058
082-151,1403-Liberty-Sunday-11,7544794-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152840,0820056
082-151,1403-Liberty-Sunday-11,7544795-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152841,0820056
082-151,1403-Liberty-Sunday-11,7544796-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152842,0820056
082-151,1403-Liberty-Sunday-11,7544797-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152843,0820056
082-151,1403-Liberty-Sunday-11,7544798-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152844,0820056
082-151,1403-Liberty-Sunday-11,7544799-1403-Liberty-Sunday-11,Outbound-LINCOLN-CENTRE AV,0,1152845,0820056
